R,G,B
3,177,2
3,175,1
3,175,1
3,175,1
2,174,0
2,174,2
2,174,4
2,173,6
2,173,7
2,172,13
2,172,13
2,172,14
1,172,18
2,172,22
2,172,24
2,171,26
0,172,28
0,171,31
0,171,33
0,170,35
1,171,39
0,171,43
1,171,48
1,171,49
1,170,51
1,169,56
1,169,58
2,170,61
0,170,64
0,169,68
1,169,73
1,168,76
0,169,78
1,170,79
1,169,81
1,169,84
1,168,88
1,169,92
1,169,94
1,169,94
1,169,94
1,168,99
0,169,102
0,169,104
0,168,106
1,169,108
0,169,110
0,169,112
0,169,114
3,166,121
3,166,121
1,166,123
2,167,125
2,166,129
2,166,131
1,166,132
2,167,133
2,166,139
2,166,139
2,166,141
2,166,142
2,165,146
2,165,148
2,164,149
2,164,149
0,164,155
0,164,157
1,165,158
1,164,159
1,164,161
1,163,165
1,163,165
1,163,166
1,163,165
1,163,166
1,163,166
1,163,168
1,162,170
1,162,172
1,161,173
1,161,175
0,159,180
0,159,180
0,159,181
0,158,183
0,158,185
0,158,187
0,157,188
0,157,188
0,157,192
0,157,192
0,156,194
0,155,196
0,154,198
0,154,200
1,153,202
1,153,203
0,152,202
0,151,204
0,149,205
0,149,207
0,147,209
0,147,211
0,145,212
0,145,212
1,143,215
1,143,217
1,141,218
1,141,220
2,139,220
1,137,223
1,135,224
1,135,224
2,133,224
1,132,223
2,131,225
1,129,228
1,127,229
1,127,230
2,125,231
2,124,233
1,121,234
0,119,235
0,119,235
1,117,236
1,117,240
1,115,240
0,114,239
1,113,241
0,111,244
1,109,243
1,109,244
1,107,245
1,104,245
1,102,244
1,102,246
1,100,245
0,100,248
0,99,247
0,98,249
0,97,250
0,94,251
0,92,251
1,90,252
1,90,252
0,88,250
0,88,250
0,86,251
0,84,252
0,83,251
0,80,251
0,79,252
0,77,251
1,76,255
0,75,254
1,74,254
2,72,255
1,71,254
1,69,254
2,67,253
2,67,253
0,67,254
0,66,253
0,65,253
0,64,254
0,62,255
0,61,254
0,60,254
0,60,255
1,55,252
1,55,252
2,54,252
4,51,251
4,50,250
6,49,250
6,47,249
8,47,249
11,46,250
12,45,248
13,44,248
15,43,248
15,42,245
15,41,242
17,40,242
17,40,242
21,36,243
21,36,241
23,35,241
25,33,238
27,32,235
28,31,232
29,30,232
31,30,230
34,28,226
34,26,223
36,25,223
37,25,221
40,24,219
41,24,218
43,21,217
43,21,217
42,23,213
43,22,213
46,21,211
49,19,211
50,17,208
52,17,207
52,17,205
52,17,205
54,15,202
55,15,200
56,14,200
58,13,200
58,12,198
60,12,196
61,11,196
61,11,196
59,10,190
60,9,190
62,9,189
65,7,189
66,7,187
69,5,187
70,5,185
72,4,185
66,7,183
71,6,184
71,4,180
70,7,182
72,4,179
77,2,180
74,6,179
58,2,171
252,88,87
253,1,0
249,1,0
254,1,3
255,1,0
252,2,4
252,4,2
255,3,2
253,4,0
253,4,0
254,5,0
254,7,0
254,7,0
255,8,1
255,8,0
254,10,0
255,11,0
255,11,0
254,12,0
255,13,1
255,15,2
255,15,0
254,17,1
254,17,1
255,18,0
254,19,0
255,20,0
253,21,0
254,22,0
254,24,1
254,24,1
255,25,1
255,27,2
255,28,3
255,28,1
255,30,2
255,30,0
255,32,1
255,33,0
254,34,0
254,36,1
254,37,2
254,38,1
255,39,2
254,41,1
254,42,2
255,44,1
255,44,1
254,46,0
255,47,0
254,48,0
255,49,0
255,51,0
254,53,0
254,55,0
254,55,0
255,56,1
255,57,2
254,58,0
254,59,1
255,61,0
255,63,1
254,65,1
255,66,2
255,68,1
253,68,1
254,70,0
254,71,1
255,73,0
255,75,1
255,75,0
255,76,1
254,78,2
255,80,1
253,80,1
254,82,0
254,83,1
255,85,0
255,86,1
255,86,1
254,89,0
254,91,0
254,91,0
253,92,1
254,94,0
254,95,1
255,96,2
255,96,2
255,99,0
255,99,0
255,100,0
254,100,0
254,103,0
253,104,1
253,104,1
253,106,2
254,107,1
255,108,2
254,109,0
255,110,1
254,112,0
254,112,0
254,114,0
254,114,0
255,115,0
255,115,0
254,117,1
254,119,1
254,121,2
255,122,1
253,123,1
254,124,0
254,126,1
254,126,0
255,127,0
254,129,1
253,130,1
254,131,1
255,132,2
254,133,2
253,135,0
253,135,0
254,137,0
254,138,0
255,140,0
254,141,0
254,141,0
255,143,0
254,145,0
255,146,1
253,147,0
254,148,0
254,150,0
255,151,0
253,152,0
254,153,0
254,155,2
255,156,1
254,157,1
255,158,1
254,160,2
255,161,1
255,163,2
255,163,2
254,165,0
254,167,0
254,167,0
255,168,0
255,170,1
254,172,2
255,173,1
255,173,1
255,175,2
255,175,2
255,176,3
254,177,1
255,178,2
255,180,1
255,180,1
255,181,0
254,184,0
254,184,0
255,185,0
255,187,0
253,188,0
254,189,0
255,190,0
254,191,0
255,192,0
255,192,0
254,194,0
254,194,0
254,196,0
255,197,1
254,198,0
255,199,0
255,199,2
255,199,2
254,201,1
255,202,2
254,203,0
255,204,1
253,205,0
254,206,0
253,207,0
254,208,1
254,208,1
254,208,0
254,210,1
254,210,1
254,210,1
255,211,2
255,212,3
255,212,3
255,212,1
254,213,1
255,214,2
255,214,2
255,214,2
255,214,0
253,217,1
255,216,1
255,216,1
254,214,2
252,215,2
250,217,2
247,216,1
246,217,1
244,215,1
242,215,1
240,215,1
236,215,0
234,215,1
230,215,0
229,215,2
226,215,1
221,216,2
219,216,1
217,216,1
212,215,0
209,216,0
205,216,0
201,216,0
200,217,0
195,215,2
192,215,1
189,214,1
185,214,2
180,213,2
176,212,2
173,211,2
171,211,1
164,210,0
162,210,0
157,209,0
153,209,0
149,209,0
145,207,0
142,205,0
142,205,0
132,205,1
130,205,0
126,203,0
121,202,0
117,202,0
113,200,0
109,200,0
108,199,0
101,199,2
100,197,2
95,197,0
91,197,1
87,194,0
83,194,1
78,193,1
77,192,1
71,192,1
70,191,2
67,189,0
63,189,1
58,188,2
54,187,2
52,186,1
50,186,2
45,185,2
44,184,1
41,183,1
37,182,1
33,183,0
29,181,0
27,180,1
25,180,0
19,180,2
17,180,1
16,179,0
14,179,1
10,177,1
8,176,1
5,176,0
4,176,2
1,175,2
1,175,0
1,175,0
1,175,0
1,175,2
1,174,6
1,174,7
1,173,9
2,172,13
1,173,13
1,172,14
1,172,18
1,171,21
0,171,23
0,172,26
0,172,28
0,171,31
0,171,33
0,170,35
0,171,39
0,171,43
0,170,47
1,171,49
1,170,51
1,169,56
0,170,58
0,169,60
0,170,64
0,169,70
0,170,74
0,169,76
0,169,78
1,169,84
1,168,86
1,168,90
0,168,93
0,167,95
1,168,98
1,168,99
1,168,99
1,167,105
1,167,105
2,167,107
2,167,109
3,167,114
1,168,116
1,167,117
1,167,119
3,166,121
3,166,121
3,166,123
1,166,126
2,166,129
2,166,131
2,166,132
2,165,134
2,165,138
2,165,138
3,165,141
3,165,144
3,164,146
3,164,148
3,164,149
3,163,151
0,164,153
0,164,155
0,164,155
0,164,157
1,164,161
1,164,163
1,164,163
1,163,165
0,163,170
0,163,170
0,163,172
0,162,173
0,162,175
0,162,177
0,161,179
0,161,179
2,158,180
2,158,180
2,158,181
2,158,183
2,157,185
2,157,187
2,157,188
2,156,190
0,157,190
0,157,192
0,155,193
0,155,195
0,154,198
1,153,200
0,152,201
0,152,201
1,151,204
1,151,204
0,149,205
0,149,207
1,146,209
1,146,211
0,145,212
0,144,214
2,144,216
1,143,217
1,143,219
1,141,220
0,139,220
1,137,223
1,137,225
1,135,224
2,133,224
1,132,223
2,131,225
1,129,226
1,127,229
0,126,229
2,125,231
1,123,232
0,119,235
0,119,235
0,119,237
1,117,238
0,116,239
1,115,240
0,113,241
1,113,241
0,110,243
0,110,244
0,108,243
0,106,244
1,104,245
0,102,246
0,101,245
0,101,245
0,100,248
0,98,247
0,98,249
1,96,250
1,94,251
2,92,251
1,90,252
2,89,254
0,88,248
0,86,249
0,86,249
1,84,250
0,81,250
1,79,250
1,79,250
0,78,249
0,75,254
0,75,254
0,73,255
0,72,254
0,70,254
0,68,253
0,68,255
1,66,254
1,64,253
1,64,253
3,63,255
2,62,254
2,60,255
1,59,254
2,58,255
1,57,254
3,55,253
3,55,253
4,53,252
5,51,251
7,50,251
7,48,250
9,48,250
9,46,249
8,47,249
9,46,249
10,45,248
12,43,247
15,42,245
17,40,244
20,38,244
21,38,242
21,37,238
21,37,238
22,35,235
25,34,233
27,33,231
28,32,228
29,31,227
31,31,227
31,27,225
33,27,223
34,26,223
36,26,221
37,24,218
40,23,217
42,22,217
42,22,217
42,23,213
43,22,213
46,20,213
48,18,210
50,17,208
52,17,207
52,17,207
52,17,205
55,14,202
55,14,202
56,14,200
57,12,199
58,12,198
60,11,198
61,11,196
60,10,195
63,9,191
63,9,191
64,9,190
64,9,190
66,8,188
66,8,188
67,8,186
67,8,186
70,5,183
74,3,183
73,2,182
73,4,181
76,1,180
80,0,179
78,3,181
61,0,172
252,88,87
253,1,0
249,1,0
254,1,3
255,1,0
252,2,4
251,3,1
255,3,2
253,4,0
253,4,0
254,5,0
253,6,0
254,7,0
255,8,0
255,8,0
255,9,0
254,10,0
255,11,0
255,11,0
255,13,1
255,15,0
255,15,0
255,16,1
254,17,1
255,18,0
255,19,0
255,20,0
255,20,0
254,22,0
255,23,1
254,24,0
254,24,0
255,27,2
253,28,0
254,29,1
254,30,2
254,31,0
253,33,0
253,33,0
254,34,0
254,36,1
255,37,1
254,38,1
255,39,2
254,41,1
255,42,0
255,44,1
255,44,1
254,45,4
255,46,3
255,46,3
255,49,2
255,50,3
254,52,2
255,53,3
254,54,3
255,56,1
255,57,0
254,58,0
255,59,0
255,61,0
255,63,0
254,65,1
255,66,2
255,68,1
253,68,1
254,70,0
254,71,1
255,73,0
255,75,1
255,75,0
255,76,1
254,79,0
255,80,1
255,81,2
254,82,0
255,83,1
255,85,0
255,86,1
255,86,1
254,89,0
254,91,0
254,91,0
253,93,0
254,94,0
254,95,1
255,96,2
255,96,2
255,98,0
255,99,0
255,99,0
254,101,0
254,103,0
253,104,1
253,104,1
254,105,2
254,107,1
255,108,2
254,109,2
255,110,1
254,112,2
255,113,1
254,114,1
254,114,0
255,115,0
255,115,0
254,118,0
254,119,1
254,121,0
254,121,0
253,123,0
254,124,0
254,126,0
254,126,0
255,127,0
254,129,1
253,130,1
254,131,1
255,132,2
254,133,2
255,135,0
253,135,0
254,136,0
254,138,0
255,139,0
254,141,0
254,141,0
255,142,1
254,144,3
255,145,4
255,146,3
254,148,4
254,150,3
255,151,4
255,151,2
253,152,2
254,155,0
255,156,1
254,157,0
255,158,1
254,160,0
255,161,1
255,163,0
255,163,0
254,165,0
254,167,0
254,167,0
255,168,1
255,170,1
254,172,2
255,173,3
255,173,3
255,175,2
255,175,0
255,175,0
254,177,0
255,178,0
255,180,0
255,180,0
255,181,0
254,184,1
254,184,1
255,185,2
254,186,1
253,188,2
254,189,1
255,190,2
254,191,2
255,192,0
255,192,0
254,194,0
254,194,0
254,196,0
255,197,1
254,198,1
254,198,1
255,199,2
255,199,0
254,201,1
254,201,1
254,203,0
255,204,0
253,205,0
254,206,0
253,207,0
254,208,1
254,208,0
254,208,0
254,210,1
254,210,1
254,210,0
255,211,0
255,212,3
255,212,1
255,212,1
255,212,1
255,214,2
255,214,2
255,214,0
255,214,0
253,217,1
255,216,1
255,216,1
254,215,0
252,215,2
250,217,2
247,216,1
246,217,1
241,216,1
240,217,1
237,217,0
233,217,0
231,216,0
227,216,0
226,217,0
223,217,1
224,214,2
221,214,1
219,214,0
214,215,0
210,215,0
206,216,0
204,215,0
202,216,0
194,215,0
192,215,1
189,214,1
184,213,1
180,213,2
176,212,2
172,210,1
171,211,1
165,209,0
161,209,0
157,209,0
153,209,0
148,208,0
144,206,0
142,205,0
141,204,0
134,203,0
132,203,1
128,202,1
121,202,1
117,201,1
110,201,0
107,201,1
104,201,0
100,198,1
100,197,2
95,197,0
90,196,0
87,194,0
82,193,0
78,193,1
77,192,1
69,192,0
67,192,2
64,191,0
59,190,0
56,189,2
52,188,2
48,187,0
47,187,2
41,185,1
41,185,1
39,184,1
34,184,0
29,183,0
27,182,0
24,182,1
22,181,0
21,178,0
20,179,1
17,178,0
15,178,1
12,176,1
9,176,1
7,175,0
6,174,0
1,174,4
1,174,4
1,174,4
1,174,4
1,174,6
1,174,7
0,172,8
0,172,10
1,173,13
1,173,13
1,172,14
1,172,18
1,171,21
0,171,23
0,171,25
0,171,27
0,170,30
0,171,33
0,170,35
0,170,38
0,171,43
0,170,47
0,170,48
0,171,51
0,170,56
0,170,58
0,169,62
0,169,66
0,169,70
0,169,73
0,169,76
0,169,78
0,168,80
0,168,81
1,168,86
0,168,90
0,168,93
0,168,93
1,168,96
0,169,96
1,167,101
1,167,101
2,168,104
0,168,106
0,168,109
1,168,112
1,168,114
1,168,116
1,167,121
1,166,123
1,166,124
0,166,126
1,167,129
1,167,131
1,166,132
0,167,134
0,166,138
0,166,140
0,165,141
0,165,143
0,166,146
0,165,148
0,165,149
0,165,151
0,165,151
0,165,151
0,164,153
0,164,155
0,164,157
0,163,158
1,164,161
1,164,161
0,164,166
0,164,166
0,163,168
0,163,170
0,163,172
0,162,173
0,162,175
0,162,175
2,158,180
2,158,181
2,158,181
2,158,183
2,157,187
2,157,188
2,157,188
2,156,190
0,156,189
0,156,189
1,155,191
1,154,195
1,154,196
0,153,197
1,152,199
1,151,201
3,150,204
2,149,203
2,148,205
1,147,207
2,146,209
1,144,210
1,144,212
1,144,214
0,142,214
0,142,216
0,141,217
0,140,219
0,138,219
0,136,222
0,136,224
0,135,223
2,132,226
1,131,225
2,130,227
1,129,230
1,127,230
0,125,231
2,124,233
1,123,234
0,119,235
0,119,235
0,118,236
1,117,238
0,116,239
0,114,239
0,113,241
1,113,241
0,110,244
0,110,244
0,108,243
0,106,244
0,104,245
0,102,246
0,101,245
0,100,246
2,98,247
1,96,248
1,94,247
3,93,249
2,92,251
2,90,252
2,88,251
2,88,253
3,86,250
2,85,251
2,83,250
1,82,251
2,80,251
2,78,252
2,76,251
2,76,251
0,75,255
0,75,255
0,74,255
0,72,255
0,70,254
0,68,255
0,67,254
1,66,254
3,64,253
4,63,255
3,62,254
3,62,254
3,60,255
2,58,255
3,57,254
3,57,254
4,56,254
3,55,253
5,54,253
6,52,252
8,51,252
8,49,251
9,48,250
10,47,250
8,47,246
9,47,246
9,45,243
12,44,243
14,42,240
17,40,240
19,38,238
20,37,238
21,36,241
20,35,240
22,35,238
25,34,237
26,31,234
28,31,232
29,31,230
30,29,229
29,29,225
30,28,223
31,28,223
33,26,220
35,25,218
37,24,217
39,23,217
40,23,217
42,22,215
43,22,213
45,19,212
48,18,210
50,17,208
52,17,207
51,16,206
51,16,206
55,14,202
54,13,201
55,13,201
57,12,199
58,12,198
59,10,197
60,10,197
60,10,195
63,9,191
63,9,191
64,9,190
64,9,190
66,8,188
66,8,188
66,7,185
66,7,185
68,5,182
72,5,183
72,3,182
72,5,181
73,3,180
78,1,179
74,4,180
58,0,172
252,88,87
252,0,0
250,1,0
254,1,3
255,1,0
252,2,4
251,3,1
255,3,2
253,4,0
253,4,0
254,5,0
254,5,0
254,7,0
255,8,0
255,8,0
255,8,0
254,10,0
255,11,0
255,11,0
255,13,1
255,14,0
255,15,0
255,16,1
254,17,1
255,18,0
255,19,0
255,20,0
255,20,0
254,22,0
255,23,0
254,24,0
254,24,0
253,27,2
253,28,0
254,29,1
254,31,0
252,32,0
253,33,0
253,33,0
253,35,0
254,36,1
255,37,1
254,38,1
255,39,0
254,41,1
255,42,0
255,44,1
255,44,1
255,45,0
255,47,0
255,47,0
255,49,0
255,51,0
254,53,1
255,54,0
254,55,0
255,56,0
255,57,0
254,58,0
255,59,0
255,61,0
255,63,0
255,64,1
255,66,2
255,68,1
253,69,0
254,70,0
254,71,1
255,73,0
255,75,1
255,75,0
255,76,1
255,80,1
255,80,1
255,81,2
254,82,0
255,83,1
255,85,0
255,86,1
255,86,1
254,89,0
254,91,0
254,91,0
253,93,0
254,94,0
254,95,1
255,96,2
255,97,0
255,97,0
255,99,0
255,99,0
254,101,0
254,103,0
255,104,1
253,104,1
254,106,0
254,107,3
255,108,2
254,109,2
255,110,1
254,112,2
255,113,1
254,114,1
255,115,2
255,115,0
255,115,0
254,118,0
254,119,1
254,121,0
254,121,0
253,123,0
253,123,0
254,126,0
254,126,0
255,127,0
254,129,1
253,130,0
254,131,1
255,132,2
254,133,2
255,134,1
253,135,1
254,136,0
255,137,1
255,139,0
255,140,1
254,141,0
255,142,1
254,145,0
255,146,1
255,147,0
254,148,0
255,150,0
254,150,0
255,151,0
253,152,0
254,155,0
255,156,0
254,157,0
255,158,0
254,161,0
255,162,0
255,163,0
255,164,0
254,165,1
254,167,2
254,167,0
255,168,1
255,170,2
254,171,3
255,173,3
255,173,3
255,173,0
255,176,0
255,176,0
254,177,0
255,179,0
255,180,0
255,181,0
255,182,0
254,184,0
254,184,0
255,186,0
254,186,0
253,189,0
254,190,0
255,191,0
254,192,0
255,192,0
255,192,0
254,194,0
254,194,0
254,196,1
255,197,1
255,197,1
254,198,1
255,199,2
255,199,0
254,201,1
254,201,0
254,203,0
255,204,0
255,204,0
254,206,0
253,207,0
254,208,1
254,208,0
254,208,0
254,210,1
254,210,1
254,210,0
255,211,0
255,212,3
255,212,1
255,212,1
255,212,1
255,214,2
255,214,0
255,214,0
255,214,0
253,217,1
255,216,1
255,216,1
254,215,0
252,215,2
250,217,2
247,216,1
246,217,1
242,215,1
241,216,1
239,216,0
235,216,0
232,216,0
229,216,0
227,216,0
225,216,0
221,216,2
219,216,1
215,216,0
211,216,0
207,217,0
203,217,0
201,216,0
199,216,0
194,215,0
192,216,0
189,214,0
184,213,0
179,212,0
176,212,0
172,210,0
171,211,0
165,209,0
161,209,0
157,209,0
151,209,0
146,208,0
143,207,0
142,205,0
141,204,0
130,205,1
127,204,0
125,204,1
121,202,1
117,201,1
113,200,0
111,199,1
108,199,0
100,198,1
100,197,2
95,197,0
90,196,0
87,194,0
82,193,0
78,193,1
77,192,1
70,191,0
69,191,2
65,190,0
60,189,0
57,187,1
53,187,2
50,186,0
48,186,2
42,184,1
42,184,1
40,184,1
35,183,0
30,182,0
28,182,0
26,181,0
23,181,0
17,181,0
17,180,1
15,180,0
12,179,1
9,178,1
6,177,0
4,177,0
3,176,0
1,175,0
1,175,0
1,175,0
1,175,0
1,175,0
0,173,3
0,173,5
0,173,6
1,173,13
1,173,13
1,172,14
1,172,18
0,172,21
0,171,23
0,171,25
0,171,27
0,170,30
0,171,33
0,171,35
0,170,38
0,171,43
0,170,47
0,170,48
0,170,50
0,170,56
0,170,58
0,169,62
0,168,65
0,169,70
0,169,73
0,169,78
0,169,78
0,168,81
0,168,83
0,169,88
0,168,91
0,167,95
0,167,97
0,169,98
0,169,98
0,168,103
0,168,103
0,168,106
0,168,107
0,168,111
0,169,114
0,168,116
0,168,117
0,168,121
0,168,123
0,167,124
0,167,126
0,167,128
0,168,132
0,167,134
0,167,134
0,167,138
0,166,140
0,166,141
0,166,143
0,166,146
0,166,149
0,165,151
0,165,151
0,165,155
0,165,155
0,164,157
0,164,158
0,164,160
0,163,162
0,163,164
0,164,165
0,163,168
0,163,168
0,163,170
0,163,172
0,162,173
0,162,175
0,162,177
0,162,177
0,158,179
0,158,180
0,158,180
0,157,184
0,157,186
0,156,187
0,156,187
0,156,189
1,156,187
1,155,189
1,155,191
1,155,193
2,153,196
1,152,197
1,152,199
1,152,199
2,149,203
2,149,203
3,148,205
2,146,207
2,146,209
1,144,210
2,143,212
2,143,214
0,141,213
0,141,215
0,140,216
0,138,217
0,136,217
0,135,221
0,134,222
0,134,222
1,131,227
1,131,229
2,130,231
1,128,231
1,126,232
0,125,235
2,123,236
1,122,235
0,119,235
0,119,235
0,118,236
0,116,237
0,116,239
0,114,239
0,113,241
0,112,240
0,110,244
0,110,244
0,107,245
0,106,244
0,104,245
0,102,246
0,101,245
0,100,246
0,97,245
0,97,247
0,96,246
0,93,249
0,91,249
0,89,250
0,89,250
0,87,251
0,87,253
0,86,253
0,85,252
0,83,252
0,81,253
0,79,254
0,78,253
0,77,255
0,75,255
0,74,255
0,74,255
0,72,255
0,70,254
0,68,255
0,67,254
1,66,255
0,66,253
0,65,255
0,64,254
0,62,255
0,62,255
0,60,255
0,59,254
0,59,254
3,57,254
4,56,254
6,55,254
6,53,253
6,52,252
9,50,252
10,49,251
10,49,251
10,45,249
12,44,249
12,43,247
14,42,247
14,41,244
15,40,244
16,39,241
16,39,241
20,35,238
20,35,238
22,35,237
25,34,235
26,32,232
28,31,230
29,31,228
30,29,227
31,27,225
33,27,223
33,25,222
36,24,220
37,24,218
40,23,217
42,22,217
42,20,216
42,22,215
43,22,213
45,19,212
48,18,210
50,17,208
52,17,208
51,16,206
51,16,206
54,13,201
54,13,201
55,13,201
57,12,199
58,12,199
59,10,197
60,10,197
61,9,195
59,10,190
60,9,190
62,9,189
63,8,189
66,7,187
69,5,187
70,5,185
70,5,185
69,4,184
73,4,183
72,1,181
73,4,181
74,1,179
79,0,179
76,3,180
59,0,172
252,89,82
254,0,0
251,1,3
255,0,4
255,1,0
254,1,3
253,4,0
255,3,2
255,4,1
255,4,1
254,5,0
255,6,0
255,8,1
255,8,1
254,10,0
254,10,0
254,10,0
255,11,0
254,12,0
255,13,1
254,14,1
255,15,0
254,17,1
254,17,1
255,18,0
254,19,0
254,19,0
253,21,0
254,22,0
254,24,1
254,24,1
255,25,1
255,27,2
255,27,0
254,29,1
254,29,0
254,31,0
255,32,0
254,34,0
254,34,0
255,37,1
254,38,1
255,39,2
255,40,1
255,42,0
254,43,0
255,44,1
255,44,0
254,46,0
255,47,1
255,49,0
255,50,1
255,52,1
255,54,2
255,56,1
255,56,1
255,57,0
254,58,0
255,59,1
255,61,0
255,63,1
254,65,1
254,65,1
255,66,2
255,68,1
254,70,0
254,70,0
254,71,1
255,73,0
255,75,0
255,76,1
255,76,1
255,79,1
255,80,1
255,81,2
255,83,1
254,83,1
254,85,0
255,86,1
255,87,0
253,89,0
254,91,0
254,91,0
253,93,0
254,95,1
255,97,0
255,97,0
255,98,1
255,98,1
255,100,0
254,100,0
254,103,0
255,104,1
253,105,0
253,106,0
253,106,0
254,108,0
255,109,0
254,109,0
255,110,1
254,112,0
254,112,0
254,114,1
254,114,1
254,117,1
254,117,1
255,119,1
254,119,1
255,121,0
255,122,1
255,124,0
254,124,0
255,126,0
255,126,0
255,127,0
255,128,1
255,130,1
254,131,1
254,133,2
254,133,2
254,136,0
254,136,0
254,136,0
254,138,0
255,139,0
254,141,1
254,141,1
255,142,1
254,145,0
255,146,1
255,146,1
254,148,0
255,150,0
255,151,0
255,152,1
254,153,0
255,154,0
255,154,0
255,156,0
255,158,1
254,160,0
255,161,1
255,163,0
255,163,0
254,165,0
254,167,0
254,167,0
255,168,0
255,170,1
254,172,0
255,173,1
255,173,1
255,175,0
255,175,0
254,177,1
254,177,0
254,179,0
255,180,0
255,182,0
255,182,0
254,184,0
254,184,0
255,185,0
254,186,0
253,188,0
254,189,1
255,190,0
254,191,0
255,192,0
255,192,0
253,193,0
254,194,0
254,196,0
255,197,1
254,198,1
255,199,2
